"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","TRd1a","TRd1b","TRd1c","TRd1dx1","TRd2dx2","TRd2","TRd3","TRd4","TRd5a","TRd5b","TRd6","TRd7","TRd9a","TRd9b","TRd9c","TRd9d","TRd9e","TRd9f","TRd9g","TRd9h","TRd9i","TRd9j","TRd9l","TRd9m","TRd11","TRd13a","TRd13b","TRd13c","TRd13cx","TRd14","TRd15","TRd16","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
614003,383,3,2,1,1,2,2,2000,50,3,1,1,21,6,2017,13,46,2009,32,1,1,3,1,1,2,NA,3,"",100,100,0,0,0,2,NA,2010,6,2,2015,10,2,2,"",2,NA,NA,1,95,0,25,1,NA,1,3,2,NA,NA,NA,NA,NA,2,2,2,2,6,"Motorcycle And Car Wash",5020,100,36400000,"Thirty Six Million Four Hundred Thousand",22300000,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,0,-7,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,NA,NA,50,50,0,50,50,0,2,NA,NA,NA,NA,"",-7,2,NA,NA,2,NA,NA,0,25,0,75,0,0,25,0,NA,1,2000000,0,NA,0,NA,0,NA,0,NA,0,NA,1000000,NA,1000000,NA,0,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,5,"",-7,10,2,NA,NA,1,0,0,NA,2,NA,NA,2,NA,NA,2,1,2,4,2,-7,9,7,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,2,NA,NA,NA,NA,1,1,0,0,0,0,1,1,2,2,1,2,2,"","-7",NA,"-7",NA,"-7",NA,1,2,12,13100000,NA,300000,NA,NA,NA,NA,"Manager",5,1,"",NA,NA,"",NA,NA,21,6,2017,15,4,1,2,1,NA,NA,1,2,3,0,1.19883990287781,1.5928612947464,2.57689213752747,9
614004,384,3,1,1,1,2,2,2000,45,3,1,2,15,5,2017,13,43,2009,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2001,3,1,2001,16,2,2,"",2,NA,NA,1,90,0,30,5,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,2,3,4,"Supply Of Civil Engineering And Telecommunications Services",4540,70,5.3e+07,"Fifty Three Million",2.6e+08,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,3,3,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",1,"Previously, The Company Only Built Roads And Buildings. Now It Also Does Telecom Works Such As Laying Cables And Fibre Optic Cables And Constructing Pylons","Completely New",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,0,100,70,20,30,0,50,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18000000,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,NA,2,4,1,1,2,2,NA,2,NA,1,50,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,3,"",1,30,2,NA,NA,1,-8,0,NA,2,NA,NA,2,NA,NA,3,3,-7,3,4,-7,5,8,NA,NA,NA,NA,NA,NA,NA,0,250,0,3,0,2,NA,NA,NA,NA,1,-7,-7,2,0,1,2,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,2,3,4,21500000,NA,540000,NA,NA,NA,NA,"Director General",16,1,"",NA,NA,"",NA,NA,15,5,2017,14,52,1,2,1,NA,NA,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
614005,392,4,1,1,1,2,2,2000,52,2,1,1,2,5,2017,18,10,2014,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,1,100,2009,-9,1,2009,8,1,2,"",2,NA,NA,1,-9,NA,NA,NA,0,1,-9,2,NA,NA,NA,NA,NA,2,2,0,0,2,"Sale Of Drugs And Other Pharmaceutical Products",5231,100,158400000,"One Hundred Fifty Eight Million Four Hundred Thousand",-9,100,0,0,NA,NA,NA,NA,NA,0,0,-9,-9,2,NA,NA,0,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,200,1,"",0,1,-9,NA,2,NA,NA,4,0,2,80,10,0,10,0,NA,1,1200000,0,NA,1200000,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,2,NA,NA,"",NA,4,"",4,0,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,2,2,0,4,4,0,5,6,NA,NA,NA,NA,NA,NA,NA,3,6,2,12,3,1,NA,NA,NA,NA,1,2,2,1,1,2,1,1,2,2,2,2,2,"","University Abdou Moumouni In Niamey",4,"Etec Niger (Accounting, Communication & Business School)",3,"Etec Niger (Accounting, Communication & Business School)",3,0,0,6,-9,NA,2300000,-9,NA,NA,NA,"Assistant Manager",3,1,"",NA,NA,"",NA,NA,2,5,2017,21,37,1,1,1,NA,NA,1,1,4,0,4.40169286727905,5.77104330062866,10.2806177139282,7
614006,393,2,1,1,1,1,2,2000,22,1,1,1,18,5,2017,16,32,2007,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2014,7,1,2014,5,2,2,"",2,NA,NA,1,30,4,0,10,NA,1,25,2,NA,NA,-7,NA,NA,1,2,4,1,1,"Printing, Silkscreen Printing, Computing",2211,100,1e+08,"One Hundred Million",-7,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,2,NA,NA,1,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,4,2,2,-7,1,1,2,2,2,1,2,2,2,"",1,2,NA,"","",2,"","",2,NA,70,160,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,4,"",4,2,1,20,1,1,-8,NA,532500,2,NA,NA,2,NA,NA,3,3,1,0,3,0,7,-7,2,5,2,0,0,0,0,NA,0,NA,NA,80,2,NA,NA,NA,NA,1,1,1,2,0,2,2,2,NA,NA,NA,NA,NA,"","University Abdou Moumouni In Niamey",3,"Islamic University Of Say",3,"-9",NA,0,1,8,7346500,5000000,700000,NA,27468500,6169267,120000000,"Accountant",1,1,"",NA,NA,"",NA,NA,18,5,2017,17,37,1,1,1,NA,NA,1,1,2,0,1,1.11541867256165,2.09645295143127,3
614007,401,2,1,1,1,1,2,2000,15,1,1,2,18,5,2017,18,13,2007,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1994,-9,1,1994,16,2,2,"",2,NA,NA,1,30,2,30,10,NA,1,30,2,NA,NA,2,NA,NA,2,2,4,0,1,"Bread And Wholesale And Retail Of Bread",1541,100,1.5e+07,"Fifteen Million",2.2e+07,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,2,NA,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,4,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,80,168,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,30,0,60,0,0,30,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,3,"",4,0,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,1,0,0,0,0,0,22,20,12,10,12,0,0,0,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,0,0,-7,1,0,-7,-7,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,8,1250000,2000000,750000,NA,5436876,-9,-9,"Manager",16,1,"",NA,NA,"",NA,NA,18,5,2017,18,52,2,4,1,NA,NA,1,1,2,0,1,1.11541867256165,2.09645295143127,3
614008,431,3,2,1,1,1,2,2000,51,3,1,2,17,5,2017,12,38,2005,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1996,5,1,1996,30,2,2,"",1,1,2,1,31,0,30,NA,2000000,1,100,1,30,2,NA,NA,NA,1,1,4,4,3,"Onions",5121,10,9.9e+08,"Nine Hundred Ninety Million",1.5e+08,10,90,0,NA,NA,NA,NA,2012,2,1,100,0,NA,NA,NA,4,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,1,5,NA,NA,NA,1,4,1,1,1,2,1,2,2,2,2,"",2,2,NA,"","",2,"","",1,200000000,NA,NA,0,100,0,0,100,0,1,14,2,NA,NA,"",0,2,NA,NA,1,NA,300000000,2,50,35,30,70,0,0,0,NA,1,200000000,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,0,50000000,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,3,1,3,2,2,NA,2,NA,1,50,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,1,"",4,1,1,1,2,1,0,0,NA,1,2,2,2,NA,NA,2,1,1,2,4,0,50,36,NA,NA,NA,NA,NA,NA,NA,8,42,15,3,3,2,NA,NA,NA,NA,2,-7,1,1,2,2,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,2,2,13,50000000,NA,2000000,NA,NA,NA,NA,"Director General",17,1,"Accountant",3,1,"",NA,NA,17,5,2017,13,32,1,4,2,0,55,1,2,3,0,1.19883990287781,1.5928612947464,2.57689213752747,9
614009,440,4,1,1,1,2,2,2000,60,3,1,2,26,5,2017,16,27,2002,32,1,1,4,1,1,1,NA,3,"",100,100,0,0,0,2,NA,2008,10,1,2008,9,2,2,"",2,NA,NA,1,8,12,0,NA,10000000,1,40,2,NA,NA,NA,NA,NA,1,1,4,2,6,"Air Transport",6021,100,2.5e+08,"Two Hundred Fifty Million",4e+08,100,0,0,NA,NA,NA,NA,NA,-9,-7,100,0,NA,NA,NA,4,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,1,-9,NA,2,NA,NA,-7,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,2,-7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,5,"",-9,-9,1,12,2,2,NA,NA,0,2,NA,NA,2,NA,NA,0,0,0,0,0,0,20,20,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,-9,2,NA,NA,NA,NA,1,1,1,1,1,0,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,0,3,15,12000000,NA,3000000,NA,NA,NA,NA,"Director General",9,1,"",NA,NA,"",NA,NA,26,5,2017,17,18,1,2,1,NA,NA,1,1,4,0,4.40169286727905,5.77104330062866,10.2806177139282,7
614010,450,3,1,1,1,1,2,2000,27,1,1,1,5,6,2017,11,25,2005,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2014,7,1,2014,15,2,2,"",2,NA,NA,1,-9,NA,NA,0,NA,1,30,2,NA,NA,-7,NA,NA,2,2,4,0,1,"Metal Doors And Beds",2710,100,1.7e+07,"Seventeen Million",-7,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,2,NA,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,-4,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,-9,54,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,1,3500000,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,-9,2,NA,"",NA,NA,"",-7,100,2,NA,NA,2,NA,0,NA,1,-9,2,2,NA,NA,0,-7,1,0,0,-7,7,-7,7,0,4,2,1,0,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,0,1,1,0,0,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,1,8,4000000,5000000,1000000,NA,-9,-9,-9,"Deputy Managing Director",3,1,"",NA,NA,"",NA,NA,5,6,2017,12,36,2,1,1,NA,NA,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
614011,458,4,1,2,2,1,2,2000,52,2,2,1,29,4,2017,12,36,2019,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2001,4,1,2001,16,2,2,"",2,NA,NA,1,30,5,0,2,NA,1,-9,2,NA,NA,NA,NA,NA,1,2,3,3,2,"Sale Of Pharmaceuticals",5231,100,453268776,"Four Hundred Fifty Three Million Two Hundred Sixty Eight Thousand Seven Hundred Seventy Six",437259983,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,2,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,1,2,1,2,2,2,2,2,"",0,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,-9,NA,"",1,2,NA,NA,1,NA,5171690,3,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,NA,NA,"",NA,1,"",1,10,2,NA,NA,2,NA,0,NA,1,3,2,2,NA,NA,4,4,-7,3,4,4,11,7,NA,NA,NA,NA,NA,NA,NA,3,1,0,12,36,2,NA,NA,NA,NA,1,2,2,2,0,2,2,1,1,2,2,2,2,"","-7",NA,"-7",NA,"-7",NA,0,3,12,9086530,NA,2849260,-9,NA,NA,NA,"Chief Pharmacist",16,1,"",NA,NA,"",NA,NA,29,4,2017,13,45,1,1,1,NA,NA,2,1,4,0,1.24554741382599,1.30503034591675,1.31401693820953,22
614012,469,3,2,1,1,2,2,2000,51,3,1,1,18,5,2017,13,15,2002,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1975,2,1,1975,47,2,2,"",2,NA,NA,1,10,0,45,NA,0,2,NA,2,NA,NA,NA,NA,NA,2,2,0,0,4,"Sale Of Oil",5122,100,1.6e+09,"One Billion Six Hundred Million",1.8e+09,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,1,2,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,NA,-9,-8,1,1,1,2,1,2,-9,-9,NA,1,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,1,"",1,0,1,-9,2,2,NA,NA,0,2,NA,NA,2,NA,NA,2,2,0,0,3,0,5,5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,-9,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,2,4,-9,NA,1250000,NA,NA,NA,NA,"Director General",42,1,"",NA,NA,"",NA,NA,18,5,2017,14,17,2,2,1,NA,NA,1,2,3,0,1.19883990287781,1.5928612947464,2.57689213752747,9
614013,470,4,1,1,1,2,2,2000,55,3,1,3,1,6,2017,8,46,2002,32,1,1,7,1,1,2,NA,2,"",-9,100,0,0,0,2,NA,2007,150,1,2007,25,2,1,"Bid",1,120,2,1,9,0,30,NA,0,1,45,1,-9,2,NA,NA,NA,1,2,3,4,6,"Hotel Services",5510,85,602284653,"Six Hundred Two Million Two Hundred Eighty Four Thousand Six Hundred Fifty Three",962473719,100,0,0,NA,NA,NA,NA,NA,0,0,45,55,2,NA,NA,2,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,"",-9,1,1,"The Company Now Offers Accommodation","This Is A New Service. Customers Can Now Rent Hotel Rooms And Spend The Night",2,"","",1,-9,NA,NA,75,20,5,100,0,0,1,6,2,NA,NA,"",2,1,NA,25000000,2,NA,NA,1,10,-9,20,70,0,10,0,NA,1,-9,-9,20,NA,0,NA,70,NA,0,NA,10,NA,0,NA,0,NA,NA,1,-9,-9,1,1,1,1,NA,2015,6.85e+08,1,1,2,2,2,2,250000000,4,1.2e+09,1,1,NA,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,NA,NA,"",NA,1,"",1,0,1,1,2,2,NA,10,NA,2,NA,NA,1,15,2,3,3,2,4,4,3,450,550,NA,NA,NA,NA,NA,NA,NA,120,450,35,12,10,2,NA,NA,NA,NA,1,1,1,1,0,1,2,1,2,2,1,2,2,"","-9",NA,"-9",NA,"-9",NA,2,3,12,-9,NA,-9,NA,NA,NA,NA,"Chief Executive Officer",10,1,"Assistant To The Director",10,1,"",NA,NA,4,6,2017,15,26,1,1,2,1,30,1,1,4,0,4.40169286727905,5.77104330062866,10.2806177139282,7
614014,477,2,1,1,1,2,2,2000,15,1,1,1,18,4,2017,11,52,2002,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2010,8,1,2010,16,2,2,"",2,NA,NA,1,8,2,0,NA,300000,1,-9,2,NA,NA,1,-9,NA,2,2,3,0,1,"Bread Baking",1541,85,83160000,"Eighty Three Million One Hundred Sixty Thousand",83160000,100,0,0,NA,NA,NA,NA,NA,-9,-7,30,70,2,NA,NA,3,-7,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,4,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,"Use Of Products To Improve The Manufacture Of The Product. Previously, We Didn'T Add Sufficient Quantities","The Main Product Differs From The Previous Product Due To The Increased Quantity Of Food Improvement Agents",2,"","",2,NA,100,56,100,0,0,100,0,0,2,NA,NA,NA,NA,"",-7,2,NA,NA,2,NA,NA,-7,60,80,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,NA,2,-7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,3,"",-7,-9,1,-9,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,3,3,-7,3,3,-7,16,16,6,10,4,2,0,0,0,NA,3,0,3,-9,2,NA,NA,NA,NA,1,1,1,1,0,1,2,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,-9,3,8,2560000,4560000,4800000,NA,52960000,-9,-9,"Director General",3,1,"",NA,NA,"",NA,NA,18,4,2017,13,14,2,2,1,NA,NA,1,1,2,0,1,1.11541867256165,2.09645295143127,3
614015,480,4,1,1,1,2,3,2000,52,2,1,1,14,4,2017,20,52,2014,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1982,4,1,1982,-9,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,0,4,2,"Reatil Sale Of Iron (Brand)",5234,10,618800000,"Six Hundred Eighteen Million Eight Hundred Thousand",472124189,100,0,0,NA,NA,NA,NA,NA,0,-9,0,100,1,5,NA,2,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"Steel Uac 60, Corrugated Roofing Sheets In Bac","Client Service Is Much Better Now",1,"We Deliver The Customers' Purchases Directly To The Customer","The Company Now Does Home Delivery",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,-9,NA,"",0,2,NA,NA,2,NA,NA,0,-9,5,100,0,0,0,0,NA,1,10000000,10000000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,2,1,1,1,2,NA,NA,"",NA,4,"",1,2,2,NA,NA,-9,NA,0,NA,1,15,2,2,NA,NA,2,2,2,2,2,2,10,10,NA,NA,NA,NA,NA,NA,NA,0,-9,NA,NA,25,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,1,0,12,1691000,NA,2750600,-9,NA,NA,NA,"Accountant",33,1,"",NA,NA,"",NA,NA,14,4,2017,22,56,1,1,3,2,21,1,1,4,0,4.40169286727905,5.77104330062866,10.2806177139282,7
